epoch,activation_function,train_loss,test_loss,accuracy,precision,recall,f1_score
0,ReLU,2.39223,2.30228,0.108,0.0756677,0.0950553,0.0842606
1,ReLU,2.2686,2.24052,0.136,0.143902,0.131917,0.13765
2,ReLU,2.11095,2.00937,0.172,0.143101,0.172321,0.156358
3,ReLU,1.97283,2.1159,0.152,0.175398,0.15805,0.166273
4,ReLU,1.90709,1.96337,0.192,0.180503,0.190874,0.185544
5,ReLU,1.76736,2.07298,0.184,0.232936,0.203068,0.216979
6,ReLU,1.75714,1.91022,0.2,nan,0.19729,nan
7,ReLU,1.68797,2.00574,0.196,0.186937,0.21824,0.20138
8,ReLU,1.65714,1.90713,0.212,0.209146,0.210762,0.209951
9,ReLU,1.47743,1.94392,0.208,0.214903,0.236527,0.225197
10,ReLU,1.4262,1.85558,0.228,0.226315,0.217849,0.222001
11,ReLU,1.40955,1.97728,0.212,0.221042,0.237294,0.22888
12,ReLU,1.42952,1.82623,0.228,0.215058,0.22175,0.218353
13,ReLU,1.27954,1.90226,0.216,0.248076,0.228691,0.237989
14,ReLU,1.25779,1.82312,0.236,0.229671,0.233522,0.23158
15,ReLU,1.09767,1.87923,0.232,0.25461,0.246356,0.250415
16,ReLU,1.02409,1.8085,0.224,0.232078,0.216883,0.224223
17,ReLU,0.998641,1.8446,0.244,0.265805,0.261207,0.263486
18,ReLU,0.989514,1.79776,0.224,0.233856,0.224367,0.229013
19,ReLU,0.851516,1.79097,0.244,0.245117,0.252633,0.248818
20,ReLU,0.878578,1.83261,0.2,0.217675,0.209808,0.213669
21,ReLU,0.802604,1.75817,0.236,0.251221,0.232088,0.241276
22,ReLU,0.764409,1.85864,0.2,0.250219,0.209286,0.227929
23,ReLU,0.859841,1.75455,0.216,0.213003,0.211299,0.212148
24,ReLU,0.715033,1.84088,0.192,0.226489,0.196412,0.210381
25,ReLU,0.711774,1.76326,0.224,0.209509,0.223426,0.216244
26,ReLU,0.727462,1.81386,0.216,0.222869,0.22232,0.222594
27,ReLU,0.542456,1.71253,0.244,0.246623,0.243881,0.245244
28,ReLU,0.531515,1.81233,0.22,0.213831,0.218683,0.21623
29,ReLU,0.493684,1.72718,0.244,0.274984,0.250232,0.262025
30,ReLU,0.470367,1.77381,0.224,0.224753,0.221786,0.223259
31,ReLU,0.411496,1.74128,0.232,0.25614,0.236138,0.245733
32,ReLU,0.380224,1.75097,0.224,0.221306,0.225351,0.22331
33,ReLU,0.414868,1.74435,0.24,0.261037,0.246493,0.253557
34,ReLU,0.338497,1.78083,0.22,0.231586,0.223712,0.227581
35,ReLU,0.341946,1.71992,0.244,0.259421,0.250839,0.255058
36,ReLU,0.264421,1.76292,0.232,0.232179,0.234276,0.233223
37,ReLU,0.276307,1.72052,0.244,0.261505,0.247091,0.254094
38,ReLU,0.221655,1.72826,0.216,0.218985,0.214994,0.216971
39,ReLU,0.251726,1.74024,0.24,0.267402,0.246152,0.256337
40,ReLU,0.241265,1.69705,0.232,0.229469,0.227851,0.228657
41,ReLU,0.269524,1.77159,0.24,0.269221,0.24879,0.258603
42,ReLU,0.288456,1.68324,0.24,0.221951,0.227408,0.224646
43,ReLU,0.260734,1.74775,0.244,0.26789,0.254104,0.260815
44,ReLU,0.166943,1.6976,0.22,0.217958,0.215627,0.216786
45,ReLU,0.166632,1.72063,0.244,0.26518,0.250488,0.257625
46,ReLU,0.102137,1.70617,0.236,0.253129,0.240574,0.246692
47,ReLU,0.0887691,1.72393,0.248,0.267369,0.251085,0.258971
48,ReLU,0.0795547,1.71355,0.232,0.249063,0.234692,0.241664
49,ReLU,0.0729894,1.72036,0.248,0.267564,0.251085,0.259062
50,ReLU,0.0672937,1.72015,0.228,0.244634,0.233228,0.238795
51,ReLU,0.062767,1.7178,0.248,0.267308,0.251085,0.258943
52,ReLU,0.0577198,1.72054,0.232,0.249317,0.236799,0.242897
53,ReLU,0.0530436,1.71802,0.244,0.26116,0.24739,0.254089
54,ReLU,0.0494018,1.72109,0.236,0.253951,0.24037,0.246974
55,ReLU,0.0463682,1.71887,0.24,0.257764,0.243819,0.250597
56,ReLU,0.0431218,1.72011,0.236,0.254373,0.24037,0.247173
57,ReLU,0.0406113,1.71913,0.24,0.257764,0.243819,0.250597
58,ReLU,0.037793,1.71947,0.24,0.257797,0.243819,0.250613
59,ReLU,0.0354812,1.71882,0.244,0.26116,0.24739,0.254089
60,ReLU,0.0330229,1.71891,0.24,0.257797,0.243819,0.250613
61,ReLU,0.0307963,1.71833,0.244,0.26116,0.24739,0.254089
62,ReLU,0.0285126,1.7184,0.236,0.254088,0.240247,0.246974
63,ReLU,0.0264276,1.71746,0.244,0.261493,0.24739,0.254246
64,ReLU,0.024162,1.7177,0.236,0.254591,0.240247,0.247211
65,ReLU,0.0220373,1.71678,0.244,0.261246,0.24739,0.25413
66,ReLU,0.0198591,1.71698,0.236,0.254759,0.240247,0.24729
67,ReLU,0.0178838,1.71609,0.244,0.262646,0.24739,0.25479
68,ReLU,0.015959,1.71631,0.24,0.259051,0.243819,0.251204
69,ReLU,0.0142921,1.71557,0.24,0.255866,0.243819,0.249697
70,ReLU,0.0127363,1.71563,0.24,0.256596,0.243819,0.250044
71,ReLU,0.0114265,1.71539,0.236,0.25217,0.240247,0.246064
72,ReLU,0.0102862,1.7153,0.24,0.255866,0.243819,0.249697
73,ReLU,0.00927697,1.71521,0.236,0.25217,0.240247,0.246064
74,ReLU,0.00837428,1.71507,0.24,0.255866,0.243819,0.249697
75,ReLU,0.00757083,1.71506,0.236,0.25217,0.240247,0.246064
76,ReLU,0.00687322,1.71497,0.24,0.255866,0.243819,0.249697
77,ReLU,0.00628534,1.71484,0.24,0.255866,0.243819,0.249697
78,ReLU,0.005772,1.71474,0.24,0.255866,0.243819,0.249697
79,ReLU,0.00530542,1.71468,0.24,0.255866,0.243819,0.249697
80,ReLU,0.0048782,1.71459,0.24,0.255866,0.243819,0.249697
81,ReLU,0.00447415,1.71453,0.24,0.255866,0.243819,0.249697
