epoch,activation_function,train_loss,test_loss,accuracy,precision,recall,f1_score
0,ReLU,0.380472,0.36173,0.088,nan,0.0828636,nan
1,ReLU,0.353759,0.341491,0.092,nan,0.0841241,nan
2,ReLU,0.333595,0.32597,0.104,nan,0.0994603,nan
3,ReLU,0.318185,0.313885,0.108,nan,0.103155,nan
4,ReLU,0.306061,0.304218,0.112,nan,0.106603,nan
5,ReLU,0.296358,0.29646,0.104,nan,0.0997066,nan
6,ReLU,0.288605,0.29007,0.1,nan,0.0962583,nan
7,ReLU,0.282314,0.284813,0.096,nan,0.0907027,nan
8,ReLU,0.277118,0.280477,0.096,nan,0.0907027,nan
9,ReLU,0.272776,0.276773,0.096,nan,0.0907027,nan
10,ReLU,0.269084,0.273543,0.096,nan,0.0907027,nan
11,ReLU,0.265928,0.270737,0.096,nan,0.0912439,nan
12,ReLU,0.263247,0.268262,0.096,nan,0.0912439,nan
13,ReLU,0.260912,0.266082,0.096,nan,0.0912439,nan
14,ReLU,0.258858,0.264141,0.096,nan,0.0912439,nan
15,ReLU,0.257055,0.262383,0.1,nan,0.0948153,nan
16,ReLU,0.255457,0.260845,0.092,nan,0.0854847,nan
17,ReLU,0.254044,0.259461,0.096,nan,0.0890561,nan
18,ReLU,0.252786,0.258216,0.096,nan,0.0890561,nan
19,ReLU,0.251653,0.257102,0.1,nan,0.0926275,nan
20,ReLU,0.250642,0.25609,0.1,nan,0.0926275,nan
21,ReLU,0.249739,0.255145,0.104,nan,0.096199,nan
22,ReLU,0.248885,0.254253,0.104,nan,0.096199,nan
23,ReLU,0.248085,0.253442,0.104,nan,0.093888,nan
24,ReLU,0.247342,0.252671,0.104,nan,0.093888,nan
25,ReLU,0.246649,0.251959,0.104,nan,0.0940112,nan
26,ReLU,0.246004,0.251295,0.104,nan,0.0940112,nan
27,ReLU,0.245391,0.250667,0.104,nan,0.0940112,nan
28,ReLU,0.244802,0.250076,0.1,nan,0.0905629,nan
29,ReLU,0.244251,0.249511,0.1,nan,0.0905629,nan
30,ReLU,0.243733,0.248962,0.1,nan,0.0905629,nan
31,ReLU,0.243231,0.248426,0.1,nan,0.0905629,nan
32,ReLU,0.24275,0.247936,0.1,nan,0.0905629,nan
33,ReLU,0.242307,0.247479,0.096,nan,0.0871146,nan
34,ReLU,0.241898,0.247059,0.096,nan,0.0871146,nan
35,ReLU,0.241517,0.246655,0.096,nan,0.0871146,nan
36,ReLU,0.241147,0.246272,0.096,nan,0.0871146,nan
37,ReLU,0.240799,0.245915,0.088,nan,0.078202,nan
38,ReLU,0.240478,0.245588,0.092,nan,0.0814278,nan
39,ReLU,0.240173,0.245277,0.092,nan,0.0814278,nan
40,ReLU,0.239885,0.244979,0.092,nan,0.0814278,nan
41,ReLU,0.239611,0.24469,0.092,nan,0.0814278,nan
42,ReLU,0.23935,0.244411,0.092,nan,0.0814278,nan
43,ReLU,0.239097,0.244142,0.092,nan,0.0814278,nan
44,ReLU,0.238859,0.24389,0.092,nan,0.0814278,nan
45,ReLU,0.238629,0.243642,0.092,nan,0.0814278,nan
46,ReLU,0.238411,0.243405,0.092,nan,0.0814278,nan
47,ReLU,0.2382,0.243178,0.092,nan,0.0814278,nan
48,ReLU,0.237992,0.24296,0.092,nan,0.0814278,nan
49,ReLU,0.237788,0.242753,0.092,nan,0.0814278,nan
50,ReLU,0.237592,0.242554,0.092,nan,0.0814278,nan
51,ReLU,0.237403,0.242355,0.092,nan,0.0814278,nan
52,ReLU,0.23722,0.242163,0.096,nan,0.0846536,nan
53,ReLU,0.237043,0.241974,0.096,nan,0.0846536,nan
54,ReLU,0.236871,0.241795,0.096,nan,0.0846536,nan
55,ReLU,0.236708,0.241617,0.096,nan,0.0846536,nan
56,ReLU,0.236548,0.241448,0.096,nan,0.0846536,nan
