epoch,activation_function,train_loss,test_loss,accuracy,precision,recall,f1_score
114,ReLU,0.0189531,1.11433,0.168,0.178982,0.181328,0.180147
115,ReLU,0.0186735,1.11431,0.168,0.178714,0.181328,0.180012
116,ReLU,0.0184421,1.11435,0.168,0.178714,0.181328,0.180012
117,ReLU,0.0181982,1.11439,0.168,0.178714,0.181328,0.180012
118,ReLU,0.017952,1.11405,0.168,0.178714,0.181328,0.180012
119,ReLU,0.0177282,1.11478,0.168,0.178714,0.181328,0.180012
120,ReLU,0.0174815,1.11437,0.168,0.178714,0.181328,0.180012
121,ReLU,0.0172257,1.11453,0.164,0.175257,0.177757,0.176498
122,ReLU,0.0169996,1.11475,0.164,0.175257,0.177757,0.176498
123,ReLU,0.0167797,1.11459,0.164,0.175525,0.177757,0.176634
124,ReLU,0.0165795,1.11476,0.164,0.175257,0.177757,0.176498
125,ReLU,0.0163892,1.11504,0.164,0.175257,0.177757,0.176498
126,ReLU,0.0161563,1.11458,0.164,0.17539,0.177757,0.176565
127,ReLU,0.0159474,1.11484,0.164,0.17471,0.177757,0.17622
128,ReLU,0.0157446,1.1148,0.164,0.174642,0.177757,0.176186
129,ReLU,0.0155502,1.1152,0.164,0.174642,0.177757,0.176186
130,ReLU,0.015371,1.11494,0.164,0.174642,0.177757,0.176186
131,ReLU,0.015177,1.11536,0.164,0.174642,0.177757,0.176186
132,ReLU,0.0149945,1.11513,0.164,0.174642,0.177757,0.176186
133,ReLU,0.0148175,1.115,0.164,0.174642,0.177757,0.176186
134,ReLU,0.0146616,1.11504,0.164,0.17758,0.177757,0.177668
135,ReLU,0.0144784,1.11526,0.164,0.17758,0.177757,0.177668
136,ReLU,0.0143081,1.1152,0.164,0.17758,0.177757,0.177668
137,ReLU,0.0141269,1.11538,0.164,0.17758,0.177757,0.177668
138,ReLU,0.0139768,1.11545,0.164,0.178315,0.177757,0.178035
139,ReLU,0.01382,1.11565,0.164,0.17758,0.177757,0.177668
140,ReLU,0.0136833,1.1153,0.164,0.17758,0.177757,0.177668
141,ReLU,0.0135212,1.11585,0.164,0.177133,0.177757,0.177444
142,ReLU,0.0133723,1.11582,0.164,0.177133,0.177757,0.177444
143,ReLU,0.0132253,1.11592,0.164,0.177133,0.177757,0.177444
144,ReLU,0.0131003,1.11552,0.164,0.177133,0.177757,0.177444
145,ReLU,0.0129606,1.11605,0.164,0.177133,0.177757,0.177444
146,ReLU,0.0128167,1.1161,0.164,0.177133,0.177757,0.177444
147,ReLU,0.0126818,1.11643,0.164,0.177133,0.177757,0.177444
148,ReLU,0.0125504,1.1163,0.164,0.177133,0.177757,0.177444
149,ReLU,0.0124248,1.11642,0.164,0.177868,0.177757,0.177812
150,ReLU,0.0122991,1.11678,0.164,0.177133,0.177757,0.177444
151,ReLU,0.0121902,1.1167,0.164,0.177868,0.177757,0.177812
152,ReLU,0.0120584,1.11693,0.164,0.177868,0.177757,0.177812
153,ReLU,0.0119399,1.11692,0.164,0.177993,0.177757,0.177875
154,ReLU,0.0118301,1.11686,0.164,0.177868,0.177757,0.177812
155,ReLU,0.01171,1.11723,0.164,0.177868,0.177757,0.177812
156,ReLU,0.011594,1.11678,0.164,0.177133,0.177757,0.177444
157,ReLU,0.0115001,1.11728,0.164,0.177868,0.177757,0.177812
158,ReLU,0.0113821,1.11764,0.164,0.177868,0.177757,0.177812
159,ReLU,0.0112679,1.11733,0.164,0.177993,0.177757,0.177875
160,ReLU,0.0111737,1.118,0.164,0.177868,0.177757,0.177812
161,ReLU,0.0110831,1.11761,0.164,0.177993,0.177757,0.177875
162,ReLU,0.010978,1.11798,0.164,0.177868,0.177757,0.177812
163,ReLU,0.0108903,1.11785,0.164,0.177993,0.177757,0.177875
164,ReLU,0.0107739,1.11773,0.164,0.177868,0.177757,0.177812
165,ReLU,0.0106894,1.11804,0.164,0.177993,0.177757,0.177875
166,ReLU,0.0105749,1.11831,0.164,0.177993,0.177757,0.177875
167,ReLU,0.0104893,1.11834,0.164,0.177993,0.177757,0.177875
168,ReLU,0.0103909,1.11879,0.164,0.177993,0.177757,0.177875
169,ReLU,0.0103305,1.11855,0.164,0.177993,0.177757,0.177875
170,ReLU,0.0102194,1.119,0.164,0.177993,0.177757,0.177875
171,ReLU,0.0101297,1.11891,0.164,0.177993,0.177757,0.177875
172,ReLU,0.0100409,1.11888,0.164,0.177868,0.177757,0.177812
173,ReLU,0.0099589,1.11919,0.164,0.177993,0.177757,0.177875
174,ReLU,0.00986982,1.11928,0.164,0.178329,0.177757,0.178042
175,ReLU,0.00980237,1.11976,0.164,0.177993,0.177757,0.177875
176,ReLU,0.00973053,1.11947,0.164,0.178329,0.177757,0.178042
177,ReLU,0.00963553,1.11992,0.164,0.177993,0.177757,0.177875
178,ReLU,0.00955446,1.11969,0.164,0.178329,0.177757,0.178042
179,ReLU,0.00947079,1.12019,0.164,0.178117,0.177757,0.177936
180,ReLU,0.0093951,1.11982,0.164,0.178329,0.177757,0.178042
181,ReLU,0.00932898,1.12008,0.164,0.178329,0.177757,0.178042
182,ReLU,0.00925149,1.12055,0.164,0.178117,0.177757,0.177936
183,ReLU,0.00918835,1.12051,0.164,0.178329,0.177757,0.178042
184,ReLU,0.00911774,1.12076,0.164,0.178117,0.177757,0.177936
185,ReLU,0.00904197,1.12064,0.164,0.178117,0.177757,0.177936
186,ReLU,0.00896345,1.1208,0.164,0.178117,0.177757,0.177936
187,ReLU,0.00890404,1.1209,0.164,0.178117,0.177757,0.177936
188,ReLU,0.00882719,1.12107,0.164,0.178117,0.177757,0.177936
189,ReLU,0.00876743,1.12107,0.164,0.178117,0.177757,0.177936
190,ReLU,0.00872086,1.12137,0.164,0.178117,0.177757,0.177936
191,ReLU,0.00864091,1.12129,0.164,0.178117,0.177757,0.177936
192,ReLU,0.0085748,1.12144,0.164,0.178117,0.177757,0.177936
193,ReLU,0.00851231,1.12169,0.164,0.178117,0.177757,0.177936
194,ReLU,0.00844941,1.12165,0.164,0.178117,0.177757,0.177936
195,ReLU,0.00838697,1.12207,0.164,0.178117,0.177757,0.177936
196,ReLU,0.00832387,1.12183,0.164,0.178117,0.177757,0.177936
197,ReLU,0.00827549,1.12224,0.164,0.178117,0.177757,0.177936
198,ReLU,0.00821855,1.12193,0.164,0.178117,0.177757,0.177936
199,ReLU,0.00815447,1.12234,0.164,0.178117,0.177757,0.177936
200,ReLU,0.00809543,1.12204,0.164,0.178117,0.177757,0.177936
201,ReLU,0.00803831,1.12237,0.164,0.178117,0.177757,0.177936
202,ReLU,0.00797603,1.12255,0.164,0.178117,0.177757,0.177936
203,ReLU,0.00791879,1.12292,0.164,0.178117,0.177757,0.177936
204,ReLU,0.00786819,1.12268,0.164,0.178117,0.177757,0.177936
205,ReLU,0.00781538,1.12294,0.164,0.178117,0.177757,0.177936
206,ReLU,0.00776322,1.12298,0.164,0.178117,0.177757,0.177936
207,ReLU,0.00770977,1.12272,0.164,0.178117,0.177757,0.177936
208,ReLU,0.00766433,1.12302,0.164,0.178117,0.177757,0.177936
209,ReLU,0.00760343,1.12335,0.164,0.178117,0.177757,0.177936
210,ReLU,0.00754393,1.12342,0.164,0.178117,0.177757,0.177936
211,ReLU,0.00749689,1.12378,0.164,0.178117,0.177757,0.177936
212,ReLU,0.0074526,1.12326,0.164,0.178117,0.177757,0.177936
213,ReLU,0.00740514,1.12374,0.164,0.178117,0.177757,0.177936
214,ReLU,0.00735535,1.1238,0.164,0.178117,0.177757,0.177936
215,ReLU,0.00731301,1.124,0.164,0.178117,0.177757,0.177936
216,ReLU,0.00726257,1.12408,0.16,0.174758,0.172201,0.17347
217,ReLU,0.00721771,1.12417,0.164,0.178117,0.177757,0.177936
218,ReLU,0.00717218,1.12432,0.164,0.178117,0.177757,0.177936
219,ReLU,0.00712491,1.12426,0.164,0.178117,0.177757,0.177936
220,ReLU,0.00707594,1.12455,0.164,0.178281,0.177757,0.178019
221,ReLU,0.00703553,1.12456,0.164,0.178117,0.177757,0.177936
222,ReLU,0.00699992,1.12464,0.164,0.178281,0.177757,0.178019
223,ReLU,0.00695267,1.12466,0.164,0.178117,0.177757,0.177936
224,ReLU,0.00691342,1.1245,0.164,0.178281,0.177757,0.178019
225,ReLU,0.00687355,1.12487,0.164,0.178281,0.177757,0.178019
226,ReLU,0.00683081,1.12497,0.164,0.178281,0.177757,0.178019
227,ReLU,0.0067906,1.12515,0.164,0.178281,0.177757,0.178019
228,ReLU,0.00674973,1.12519,0.164,0.178281,0.177757,0.178019
229,ReLU,0.00670799,1.12514,0.164,0.178281,0.177757,0.178019
230,ReLU,0.00667388,1.1253,0.164,0.178281,0.177757,0.178019
231,ReLU,0.00664096,1.12504,0.164,0.178281,0.177757,0.178019
232,ReLU,0.00659074,1.12563,0.164,0.178281,0.177757,0.178019
233,ReLU,0.00655749,1.12563,0.164,0.178281,0.177757,0.178019
234,ReLU,0.00651006,1.12571,0.164,0.178281,0.177757,0.178019
235,ReLU,0.00647072,1.12587,0.164,0.178281,0.177757,0.178019
236,ReLU,0.006434,1.12579,0.164,0.178281,0.177757,0.178019
237,ReLU,0.0064009,1.12607,0.164,0.178281,0.177757,0.178019
238,ReLU,0.00636849,1.12596,0.164,0.178281,0.177757,0.178019
239,ReLU,0.00632965,1.12615,0.164,0.178281,0.177757,0.178019
240,ReLU,0.00628864,1.12626,0.164,0.177809,0.177757,0.177783
241,ReLU,0.00625987,1.12625,0.164,0.178281,0.177757,0.178019
242,ReLU,0.00622434,1.12639,0.164,0.177809,0.177757,0.177783
243,ReLU,0.00619522,1.1266,0.164,0.177809,0.177757,0.177783
244,ReLU,0.00615405,1.12675,0.164,0.177809,0.177757,0.177783
245,ReLU,0.00612464,1.12652,0.164,0.177809,0.177757,0.177783
246,ReLU,0.00609164,1.12695,0.164,0.177809,0.177757,0.177783
247,ReLU,0.00606088,1.12685,0.164,0.177809,0.177757,0.177783
248,ReLU,0.00602193,1.12719,0.164,0.177809,0.177757,0.177783
249,ReLU,0.00598824,1.12725,0.164,0.177809,0.177757,0.177783
250,ReLU,0.00595539,1.12712,0.164,0.177809,0.177757,0.177783
251,ReLU,0.0059257,1.12743,0.164,0.177809,0.177757,0.177783
252,ReLU,0.00589923,1.12749,0.164,0.177809,0.177757,0.177783
253,ReLU,0.005873,1.12759,0.164,0.177809,0.177757,0.177783
254,ReLU,0.00583348,1.12777,0.164,0.177809,0.177757,0.177783
255,ReLU,0.00580334,1.12779,0.164,0.177453,0.177757,0.177605
256,ReLU,0.0057736,1.12809,0.164,0.177809,0.177757,0.177783
257,ReLU,0.0057414,1.12795,0.164,0.177453,0.177757,0.177605
258,ReLU,0.00570651,1.12807,0.164,0.178441,0.177757,0.178098
259,ReLU,0.00567833,1.12811,0.164,0.178441,0.177757,0.178098
260,ReLU,0.0056499,1.12831,0.164,0.178441,0.177757,0.178098
261,ReLU,0.00563156,1.12835,0.164,0.178441,0.177757,0.178098
262,ReLU,0.00559543,1.12861,0.164,0.178441,0.177757,0.178098
263,ReLU,0.00557168,1.12863,0.164,0.178441,0.177757,0.178098
264,ReLU,0.00554139,1.12873,0.164,0.178441,0.177757,0.178098
265,ReLU,0.00550828,1.12902,0.164,0.178441,0.177757,0.178098
266,ReLU,0.00548385,1.12903,0.164,0.178441,0.177757,0.178098
267,ReLU,0.00545473,1.12914,0.168,0.183081,0.181328,0.1822
268,ReLU,0.0054219,1.1291,0.164,0.178441,0.177757,0.178098
269,ReLU,0.00540195,1.1293,0.168,0.183081,0.181328,0.1822
270,ReLU,0.00537314,1.12923,0.168,0.183081,0.181328,0.1822
271,ReLU,0.00534758,1.12948,0.168,0.183081,0.181328,0.1822
272,ReLU,0.00532063,1.1296,0.168,0.183081,0.181328,0.1822
273,ReLU,0.00528521,1.12992,0.168,0.183081,0.181328,0.1822
274,ReLU,0.00524546,1.13003,0.168,0.183081,0.181328,0.1822
275,ReLU,0.00519737,1.13016,0.168,0.183081,0.181328,0.1822
276,ReLU,0.00515498,1.1304,0.168,0.183081,0.181328,0.1822
277,ReLU,0.00512091,1.13046,0.164,0.178441,0.177757,0.178098
278,ReLU,0.0050814,1.13072,0.168,0.183081,0.181328,0.1822
279,ReLU,0.00504984,1.13069,0.164,0.178441,0.177757,0.178098
280,ReLU,0.00501686,1.13084,0.164,0.178441,0.177757,0.178098
281,ReLU,0.00499039,1.131,0.168,0.183081,0.181328,0.1822
282,ReLU,0.00497004,1.13121,0.164,0.178441,0.177757,0.178098
283,ReLU,0.00494046,1.13113,0.168,0.183081,0.181328,0.1822
284,ReLU,0.00491084,1.13158,0.168,0.182927,0.181328,0.182124
285,ReLU,0.00488119,1.13137,0.168,0.183081,0.181328,0.1822
286,ReLU,0.00484639,1.13177,0.164,0.178441,0.177757,0.178098
287,ReLU,0.00482217,1.13164,0.168,0.183081,0.181328,0.1822
288,ReLU,0.00479876,1.1318,0.168,0.183081,0.181328,0.1822
289,ReLU,0.00476809,1.132,0.168,0.183081,0.181328,0.1822
290,ReLU,0.00474186,1.132,0.164,0.178441,0.177757,0.178098
291,ReLU,0.00470965,1.13205,0.164,0.178441,0.177757,0.178098
292,ReLU,0.00468019,1.13221,0.164,0.179863,0.178298,0.179077
293,ReLU,0.00464914,1.13249,0.164,0.178286,0.177757,0.178021
294,ReLU,0.00462363,1.13247,0.164,0.178286,0.177757,0.178021
295,ReLU,0.00459285,1.13261,0.164,0.178286,0.177757,0.178021
296,ReLU,0.00455985,1.13274,0.164,0.179863,0.178298,0.179077
297,ReLU,0.00453242,1.13262,0.16,0.175219,0.174726,0.174972
298,ReLU,0.00450215,1.1328,0.16,0.175219,0.174726,0.174972
299,ReLU,0.00447318,1.13301,0.16,0.175219,0.174726,0.174972
300,ReLU,0.004447,1.13322,0.16,0.175219,0.174726,0.174972
301,ReLU,0.00442334,1.13323,0.16,0.175219,0.174726,0.174972
302,ReLU,0.00439562,1.13344,0.16,0.175219,0.174726,0.174972
303,ReLU,0.0043716,1.13343,0.16,0.175219,0.174726,0.174972
304,ReLU,0.00434477,1.13375,0.16,0.175219,0.174726,0.174972
305,ReLU,0.00432901,1.13365,0.16,0.175219,0.174726,0.174972
306,ReLU,0.00429744,1.1339,0.16,0.175219,0.174726,0.174972
307,ReLU,0.00427463,1.13383,0.16,0.175219,0.174726,0.174972
308,ReLU,0.00424984,1.13381,0.16,0.175219,0.174726,0.174972
309,ReLU,0.00422687,1.13411,0.16,0.175219,0.174726,0.174972
310,ReLU,0.00420273,1.13423,0.16,0.175219,0.174726,0.174972
311,ReLU,0.00417836,1.13433,0.16,0.175219,0.174726,0.174972
312,ReLU,0.00415707,1.13444,0.16,0.175219,0.174726,0.174972
313,ReLU,0.00413461,1.13453,0.16,0.175219,0.174726,0.174972
314,ReLU,0.00411472,1.1346,0.16,0.175219,0.174726,0.174972
315,ReLU,0.0040946,1.13472,0.164,0.179452,0.178298,0.178873
316,ReLU,0.00407816,1.13483,0.16,0.175104,0.174726,0.174915
317,ReLU,0.00405124,1.135,0.16,0.175104,0.174726,0.174915
318,ReLU,0.00403075,1.13524,0.164,0.179452,0.178298,0.178873
319,ReLU,0.00401866,1.13517,0.164,0.179452,0.178298,0.178873
320,ReLU,0.0039971,1.13542,0.16,0.175104,0.174726,0.174915
321,ReLU,0.00397429,1.13538,0.164,0.179452,0.178298,0.178873
322,ReLU,0.00395518,1.13543,0.16,0.175104,0.174726,0.174915
323,ReLU,0.00393503,1.13566,0.164,0.179452,0.178298,0.178873
324,ReLU,0.00391599,1.13573,0.164,0.179452,0.178298,0.178873
325,ReLU,0.0039002,1.1357,0.164,0.179452,0.178298,0.178873
326,ReLU,0.00387829,1.13596,0.16,0.174451,0.174726,0.174588
327,ReLU,0.00385815,1.13591,0.164,0.179452,0.178298,0.178873
328,ReLU,0.00384171,1.13619,0.164,0.178798,0.178298,0.178548
329,ReLU,0.00382317,1.13617,0.164,0.179452,0.178298,0.178873
330,ReLU,0.00380536,1.13618,0.164,0.178798,0.178298,0.178548
331,ReLU,0.00378779,1.13638,0.164,0.179222,0.178298,0.178759
332,ReLU,0.00376889,1.1366,0.164,0.178569,0.178298,0.178433
333,ReLU,0.00375994,1.13661,0.164,0.177984,0.178298,0.178141
334,ReLU,0.00373679,1.13683,0.164,0.178569,0.178298,0.178433
335,ReLU,0.00372222,1.13673,0.164,0.177984,0.178298,0.178141
336,ReLU,0.00370352,1.13705,0.164,0.177984,0.178298,0.178141
337,ReLU,0.00369169,1.13695,0.164,0.177984,0.178298,0.178141
338,ReLU,0.00367298,1.137,0.164,0.178147,0.178298,0.178222
339,ReLU,0.00365587,1.13709,0.164,0.177984,0.178298,0.178141
340,ReLU,0.00363843,1.1373,0.164,0.178147,0.178298,0.178222
341,ReLU,0.00362515,1.13733,0.164,0.178147,0.178298,0.178222
342,ReLU,0.00360698,1.13754,0.164,0.178147,0.178298,0.178222
343,ReLU,0.00359366,1.13753,0.164,0.178147,0.178298,0.178222
344,ReLU,0.00357628,1.13747,0.164,0.178147,0.178298,0.178222
345,ReLU,0.00356508,1.13752,0.164,0.178147,0.178298,0.178222
346,ReLU,0.00354602,1.1378,0.164,0.178147,0.178298,0.178222
347,ReLU,0.00353136,1.13802,0.164,0.178147,0.178298,0.178222
348,ReLU,0.00352029,1.13798,0.164,0.178147,0.178298,0.178222
349,ReLU,0.00350716,1.13799,0.164,0.178264,0.178298,0.178281
350,ReLU,0.00349039,1.13817,0.164,0.178147,0.178298,0.178222
351,ReLU,0.00347604,1.13818,0.164,0.178264,0.178298,0.178281
352,ReLU,0.00346186,1.13847,0.164,0.178147,0.178298,0.178222
353,ReLU,0.00344966,1.13834,0.164,0.178264,0.178298,0.178281
354,ReLU,0.00343386,1.13857,0.164,0.178214,0.178298,0.178256
355,ReLU,0.00341995,1.13858,0.164,0.178264,0.178298,0.178281
356,ReLU,0.00340533,1.13871,0.164,0.178264,0.178298,0.178281
357,ReLU,0.00339371,1.13868,0.164,0.178264,0.178298,0.178281
358,ReLU,0.00338265,1.13867,0.164,0.178264,0.178298,0.178281
359,ReLU,0.0033696,1.13881,0.164,0.178264,0.178298,0.178281
360,ReLU,0.00335409,1.13903,0.164,0.178139,0.178298,0.178218
361,ReLU,0.00334226,1.13896,0.164,0.178264,0.178298,0.178281
362,ReLU,0.00332866,1.13932,0.164,0.178139,0.178298,0.178218
363,ReLU,0.00332313,1.13934,0.164,0.178264,0.178298,0.178281
364,ReLU,0.00330837,1.13927,0.164,0.178139,0.178298,0.178218
365,ReLU,0.00329279,1.13936,0.164,0.178264,0.178298,0.178281
366,ReLU,0.00327991,1.13948,0.164,0.178264,0.178298,0.178281
367,ReLU,0.00326682,1.13952,0.164,0.178264,0.178298,0.178281
368,ReLU,0.00325393,1.13958,0.164,0.178264,0.178298,0.178281
369,ReLU,0.00324437,1.13969,0.164,0.178264,0.178298,0.178281
370,ReLU,0.00323024,1.13976,0.164,0.178264,0.178298,0.178281
371,ReLU,0.00322031,1.13989,0.164,0.178723,0.178298,0.17851
372,ReLU,0.00320717,1.14011,0.164,0.178723,0.178298,0.17851
373,ReLU,0.00319582,1.14007,0.164,0.178723,0.178298,0.17851
374,ReLU,0.00318279,1.14029,0.164,0.178723,0.178298,0.17851
375,ReLU,0.00317099,1.14034,0.164,0.178723,0.178298,0.17851
376,ReLU,0.00316181,1.14033,0.164,0.178723,0.178298,0.17851
377,ReLU,0.00315257,1.14033,0.164,0.178723,0.178298,0.17851
378,ReLU,0.0031391,1.14069,0.164,0.178723,0.178298,0.17851
