epoch,activation_function,train_loss,test_loss,accuracy,precision,recall,f1_score
0,ReLU,1.6464,1.25206,0.14,0.157045,0.16744,0.162076
1,ReLU,1.28063,1.12153,0.128,0.162355,0.149111,0.155452
2,ReLU,1.12866,1.03542,0.144,0.17772,0.159034,0.167859
3,ReLU,1.0224,0.969751,0.144,0.171094,0.159034,0.164844
4,ReLU,0.939908,0.915844,0.144,0.16448,0.159034,0.161711
5,ReLU,0.872618,0.86872,0.152,0.170785,0.165708,0.168209
6,ReLU,0.814687,0.825409,0.164,0.178661,0.177989,0.178324
7,ReLU,0.76218,0.787428,0.168,0.185687,0.181215,0.183424
8,ReLU,0.716934,0.752986,0.168,0.180755,0.181215,0.180985
9,ReLU,0.677297,0.723455,0.172,0.183574,0.186342,0.184947
10,ReLU,0.64257,0.696664,0.176,0.188003,0.192224,0.19009
11,ReLU,0.611969,0.671729,0.184,0.197389,0.204417,0.200842
12,ReLU,0.58389,0.648619,0.192,0.210045,0.211643,0.210841
13,ReLU,0.558239,0.627419,0.196,0.215036,0.217525,0.216273
14,ReLU,0.5348,0.60879,0.196,0.214721,0.217525,0.216114
15,ReLU,0.513326,0.591793,0.192,0.209578,0.213525,0.211533
16,ReLU,0.493636,0.575866,0.184,0.203213,0.206506,0.204846
17,ReLU,0.475524,0.56132,0.184,0.20312,0.209031,0.206033
18,ReLU,0.458793,0.547312,0.184,0.20357,0.206924,0.205233
19,ReLU,0.4432,0.534654,0.204,0.22002,0.22556,0.222755
20,ReLU,0.428946,0.52288,0.2,0.216233,0.22484,0.220453
21,ReLU,0.415692,0.512373,0.196,0.21736,0.219285,0.218318
22,ReLU,0.403375,0.501733,0.2,0.219598,0.220178,0.219888
23,ReLU,0.391938,0.492647,0.192,0.210891,0.216254,0.213539
24,ReLU,0.381382,0.484016,0.192,0.205261,0.215713,0.210357
25,ReLU,0.371412,0.475889,0.188,0.198777,0.20748,0.203035
26,ReLU,0.36231,0.468351,0.192,0.201873,0.206389,0.204106
27,ReLU,0.353912,0.461211,0.188,0.197171,0.202818,0.199955
28,ReLU,0.345887,0.454342,0.188,0.196051,0.202818,0.199377
29,ReLU,0.338332,0.447941,0.2,0.210371,0.212991,0.211673
30,ReLU,0.331252,0.442277,0.196,0.201275,0.20942,0.205267
31,ReLU,0.324589,0.437063,0.192,0.198582,0.205971,0.202209
32,ReLU,0.318115,0.431969,0.196,0.201535,0.213664,0.207422
33,ReLU,0.312041,0.427176,0.196,0.203197,0.213664,0.208299
34,ReLU,0.306302,0.422595,0.196,0.204739,0.213664,0.209106
35,ReLU,0.300973,0.418368,0.196,0.20417,0.213664,0.208809
36,ReLU,0.295891,0.414366,0.196,0.205098,0.214092,0.209498
37,ReLU,0.291063,0.410412,0.192,0.202015,0.211062,0.206439
38,ReLU,0.28649,0.406775,0.192,0.202681,0.211062,0.206786
39,ReLU,0.282127,0.403361,0.188,0.198531,0.207613,0.202971
40,ReLU,0.277988,0.4004,0.188,0.199188,0.207613,0.203313
41,ReLU,0.274024,0.397625,0.188,0.198747,0.209924,0.204183
42,ReLU,0.270296,0.394882,0.192,0.200496,0.212955,0.206538
43,ReLU,0.266741,0.392352,0.192,0.200496,0.212955,0.206538
44,ReLU,0.263304,0.389674,0.192,0.200144,0.212955,0.206351
45,ReLU,0.260024,0.387224,0.192,0.200618,0.212955,0.206602
46,ReLU,0.256841,0.384735,0.188,0.196178,0.209924,0.202818
47,ReLU,0.253742,0.382337,0.18,0.189331,0.203323,0.196077
48,ReLU,0.250745,0.379888,0.18,0.189331,0.203323,0.196077
49,ReLU,0.247841,0.377539,0.184,0.192019,0.209205,0.200244
50,ReLU,0.245043,0.375418,0.184,0.192019,0.209205,0.200244
51,ReLU,0.242378,0.373383,0.188,0.19432,0.215087,0.204177
52,ReLU,0.239824,0.371631,0.188,0.193864,0.215087,0.203925
53,ReLU,0.237353,0.369879,0.188,0.193577,0.215087,0.203766
54,ReLU,0.234966,0.368186,0.188,0.193577,0.215087,0.203766
55,ReLU,0.232682,0.366579,0.188,0.193377,0.215087,0.203656
56,ReLU,0.230485,0.365103,0.188,0.193226,0.215087,0.203572
57,ReLU,0.228356,0.363684,0.188,0.193776,0.215087,0.203876
