epoch,activation_function,train_loss,test_loss,accuracy,precision,recall,f1_score
0,ReLU,1.79583,1.71196,0.1,0.0840781,0.103753,0.0928851
1,ReLU,1.72602,1.65774,0.1,0.0836885,0.104254,0.092846
2,ReLU,1.66618,1.61358,0.108,0.0912071,0.113167,0.101007
3,ReLU,1.61036,1.57543,0.124,0.10957,0.134803,0.120884
4,ReLU,1.5609,1.54021,0.128,0.114719,0.137833,0.125218
5,ReLU,1.51537,1.50836,0.128,0.114696,0.137833,0.125205
6,ReLU,1.47281,1.47922,0.132,0.120909,0.141059,0.130209
7,ReLU,1.43321,1.45101,0.14,0.130296,0.147733,0.138468
8,ReLU,1.39532,1.4233,0.14,0.130817,0.147733,0.138761
9,ReLU,1.3593,1.39706,0.148,0.137891,0.156646,0.146671
10,ReLU,1.32596,1.37304,0.16,0.151875,0.168457,0.159737
11,ReLU,1.29519,1.35031,0.16,0.152121,0.168457,0.159873
12,ReLU,1.26591,1.32867,0.16,0.153094,0.168457,0.160409
13,ReLU,1.23766,1.30799,0.172,0.163951,0.178518,0.170925
14,ReLU,1.21055,1.28824,0.168,0.161219,0.174947,0.167802
15,ReLU,1.18458,1.26932,0.172,0.166575,0.180502,0.173259
16,ReLU,1.15966,1.25127,0.18,0.173449,0.192267,0.182374
17,ReLU,1.13566,1.23401,0.176,0.170589,0.186385,0.178137
18,ReLU,1.11239,1.2174,0.18,0.176508,0.189833,0.182928
19,ReLU,1.08979,1.20137,0.18,0.177047,0.189833,0.183217
20,ReLU,1.06794,1.18584,0.184,0.179911,0.192863,0.186162
21,ReLU,1.04668,1.17085,0.192,0.188236,0.204004,0.195803
22,ReLU,1.02609,1.15621,0.2,0.198314,0.213458,0.205607
23,ReLU,1.00618,1.14193,0.196,0.19842,0.209458,0.20379
24,ReLU,0.986818,1.1281,0.2,0.202793,0.213029,0.207785
25,ReLU,0.967997,1.1148,0.196,0.200416,0.209999,0.205096
26,ReLU,0.949735,1.102,0.196,0.202309,0.209999,0.206082
27,ReLU,0.932036,1.08973,0.2,0.203515,0.215881,0.209516
28,ReLU,0.914976,1.07796,0.2,0.205136,0.215881,0.210371
29,ReLU,0.898556,1.06663,0.212,0.21641,0.235338,0.225477
30,ReLU,0.882784,1.05587,0.212,0.2179,0.235338,0.226284
31,ReLU,0.86764,1.04551,0.212,0.218368,0.235338,0.226536
32,ReLU,0.853072,1.03551,0.212,0.219299,0.235338,0.227036
33,ReLU,0.839037,1.0259,0.216,0.224494,0.238909,0.231478
34,ReLU,0.825494,1.01665,0.216,0.225811,0.238909,0.232176
35,ReLU,0.812412,1.00763,0.224,0.23554,0.245511,0.240422
36,ReLU,0.799772,0.99886,0.22,0.23203,0.239956,0.235926
37,ReLU,0.787541,0.99029,0.224,0.23657,0.243527,0.239998
38,ReLU,0.775693,0.981961,0.224,0.237464,0.243527,0.240457
39,ReLU,0.764194,0.97382,0.228,0.24092,0.251219,0.245962
40,ReLU,0.753043,0.965831,0.228,0.24092,0.251219,0.245962
41,ReLU,0.742199,0.958036,0.228,0.241652,0.251219,0.246343
42,ReLU,0.731658,0.950365,0.224,0.237194,0.248385,0.24266
43,ReLU,0.721373,0.942877,0.224,0.239485,0.248385,0.243853
44,ReLU,0.711341,0.935542,0.228,0.242933,0.256077,0.249332
45,ReLU,0.701551,0.928415,0.224,0.239287,0.250521,0.244775
46,ReLU,0.692004,0.921432,0.224,0.23911,0.250521,0.244683
47,ReLU,0.682667,0.914552,0.224,0.239872,0.253047,0.246283
48,ReLU,0.673527,0.907868,0.224,0.24062,0.253047,0.246677
49,ReLU,0.664579,0.901294,0.224,0.24062,0.253047,0.246677
50,ReLU,0.655823,0.894833,0.224,0.242405,0.253047,0.247611
51,ReLU,0.647251,0.88851,0.224,0.243415,0.253047,0.248137
52,ReLU,0.638845,0.882309,0.228,0.245804,0.256495,0.251036
53,ReLU,0.630602,0.876206,0.232,0.249772,0.260066,0.254815
54,ReLU,0.622504,0.870218,0.232,0.249783,0.260066,0.254821
55,ReLU,0.614547,0.864297,0.228,0.24599,0.256618,0.251192
56,ReLU,0.606723,0.858501,0.232,0.247784,0.260189,0.253835
57,ReLU,0.599031,0.852771,0.232,0.247784,0.260189,0.253835
58,ReLU,0.591473,0.847142,0.236,0.250271,0.264189,0.257042
59,ReLU,0.584044,0.8416,0.24,0.253551,0.26722,0.260206
60,ReLU,0.576735,0.836138,0.248,0.260936,0.274791,0.267685
61,ReLU,0.569548,0.830757,0.248,0.259992,0.274791,0.267187
62,ReLU,0.562471,0.82545,0.248,0.259992,0.274791,0.267187
63,ReLU,0.555508,0.820225,0.248,0.259561,0.274791,0.266959
64,ReLU,0.548655,0.815083,0.248,0.259992,0.274791,0.267187
65,ReLU,0.541909,0.809978,0.248,0.259992,0.274791,0.267187
66,ReLU,0.535266,0.804945,0.244,0.256404,0.267099,0.261642
67,ReLU,0.528734,0.799998,0.244,0.257657,0.267099,0.262293
68,ReLU,0.522306,0.795087,0.24,0.257354,0.263099,0.260194
69,ReLU,0.515978,0.79028,0.236,0.252526,0.259527,0.255979
70,ReLU,0.509744,0.785496,0.236,0.252526,0.259527,0.255979
71,ReLU,0.503618,0.780771,0.236,0.253068,0.259527,0.256257
72,ReLU,0.497593,0.776103,0.236,0.253129,0.259527,0.256288
73,ReLU,0.491668,0.771504,0.236,0.254604,0.259527,0.257042
74,ReLU,0.485838,0.767024,0.236,0.254592,0.259527,0.257036
75,ReLU,0.480114,0.762573,0.236,0.253117,0.259527,0.256282
76,ReLU,0.47449,0.758203,0.236,0.253308,0.259527,0.25638
77,ReLU,0.468962,0.753905,0.236,0.253308,0.259527,0.25638
78,ReLU,0.463526,0.74966,0.236,0.254135,0.259527,0.256803
79,ReLU,0.458187,0.745447,0.236,0.254312,0.259527,0.256893
80,ReLU,0.452941,0.741347,0.236,0.254728,0.259527,0.257105
81,ReLU,0.447782,0.737249,0.236,0.254061,0.259527,0.256765
82,ReLU,0.442698,0.733201,0.236,0.25338,0.259527,0.256417
83,ReLU,0.43769,0.729271,0.236,0.25338,0.259527,0.256417
84,ReLU,0.432772,0.725366,0.236,0.25338,0.259527,0.256417
85,ReLU,0.427937,0.721542,0.236,0.25624,0.259527,0.257873
86,ReLU,0.423186,0.717729,0.236,0.254734,0.259527,0.257109
87,ReLU,0.418517,0.714027,0.236,0.254734,0.259527,0.257109
88,ReLU,0.413934,0.710291,0.236,0.255105,0.259527,0.257297
89,ReLU,0.409429,0.706647,0.24,0.254426,0.262558,0.258428
90,ReLU,0.404999,0.703014,0.24,0.254426,0.262558,0.258428
91,ReLU,0.400646,0.699464,0.24,0.251984,0.262558,0.257162
